user_id,item_id,rating,timestamp,movie title
196,242,3,881250949,Kolya (1996)
63,242,3,875747190,Kolya (1996)
226,242,5,883888671,Kolya (1996)
154,242,3,879138235,Kolya (1996)
306,242,5,876503793,Kolya (1996)
296,242,4,884196057,Kolya (1996)
34,242,5,888601628,Kolya (1996)
271,242,4,885844495,Kolya (1996)
201,242,4,884110598,Kolya (1996)
209,242,4,883589606,Kolya (1996)
35,242,2,875459166,Kolya (1996)
354,242,5,891180399,Kolya (1996)
199,242,5,883782485,Kolya (1996)
113,242,2,875075887,Kolya (1996)
1,242,5,889751633,Kolya (1996)
173,242,5,877556626,Kolya (1996)
360,242,4,880353616,Kolya (1996)
234,242,4,891033261,Kolya (1996)
14,242,4,876964570,Kolya (1996)
309,242,4,877370319,Kolya (1996)
331,242,4,877196089,Kolya (1996)
21,242,3,874951617,Kolya (1996)
111,242,4,891679901,Kolya (1996)
439,242,5,882892424,Kolya (1996)
355,242,4,879486529,Kolya (1996)
204,242,5,892388935,Kolya (1996)
145,242,5,875269755,Kolya (1996)
30,242,5,885941156,Kolya (1996)
463,242,2,889935629,Kolya (1996)
144,242,4,888103444,Kolya (1996)
417,242,3,879645999,Kolya (1996)
2,242,5,888552084,Kolya (1996)
497,242,1,878759351,Kolya (1996)
523,242,5,883699464,Kolya (1996)
12,242,5,879960826,Kolya (1996)
202,242,3,879726342,Kolya (1996)
131,242,5,883681723,Kolya (1996)
451,242,1,879012857,Kolya (1996)
532,242,4,888817735,Kolya (1996)
539,242,5,879787770,Kolya (1996)
537,242,3,886028498,Kolya (1996)
416,242,4,888819254,Kolya (1996)
566,242,5,881649273,Kolya (1996)
597,242,4,875338983,Kolya (1996)
181,242,1,878961814,Kolya (1996)
639,242,4,891238514,Kolya (1996)
123,242,5,879809053,Kolya (1996)
520,242,5,885168819,Kolya (1996)
617,242,3,883788511,Kolya (1996)
86,242,4,879569486,Kolya (1996)
624,242,4,891961040,Kolya (1996)
9,242,4,886958715,Kolya (1996)
651,242,5,880126430,Kolya (1996)
492,242,5,879969878,Kolya (1996)
207,242,4,890793823,Kolya (1996)
460,242,4,882910838,Kolya (1996)
697,242,5,882621486,Kolya (1996)
129,242,4,883243972,Kolya (1996)
40,242,4,889041330,Kolya (1996)
740,242,4,879523187,Kolya (1996)
239,242,5,889178512,Kolya (1996)
794,242,5,891034156,Kolya (1996)
461,242,3,885355735,Kolya (1996)
771,242,4,880659235,Kolya (1996)
733,242,4,879535011,Kolya (1996)
568,242,4,877906547,Kolya (1996)
673,242,4,888787508,Kolya (1996)
249,242,5,879571438,Kolya (1996)
6,242,4,883268170,Kolya (1996)
205,242,4,888284313,Kolya (1996)
592,242,5,882607286,Kolya (1996)
440,242,5,891546594,Kolya (1996)
641,242,5,879370299,Kolya (1996)
765,242,5,880345862,Kolya (1996)
139,242,3,879537876,Kolya (1996)
628,242,5,880777096,Kolya (1996)
473,242,3,878156824,Kolya (1996)
695,242,5,888805837,Kolya (1996)
206,242,3,888180049,Kolya (1996)
863,242,4,889289570,Kolya (1996)
90,242,4,891382267,Kolya (1996)
594,242,4,875997093,Kolya (1996)
866,242,3,891221165,Kolya (1996)
803,242,5,880054592,Kolya (1996)
240,242,5,885775683,Kolya (1996)
753,242,4,891399477,Kolya (1996)
735,242,5,876697561,Kolya (1996)
869,242,2,884490097,Kolya (1996)
655,242,4,887424795,Kolya (1996)
18,242,5,880129305,Kolya (1996)
898,242,4,888294441,Kolya (1996)
937,242,3,876762200,Kolya (1996)
767,242,4,891462614,Kolya (1996)
533,242,4,884698095,Kolya (1996)
680,242,4,876815942,Kolya (1996)
485,242,5,891040423,Kolya (1996)
574,242,5,891278860,Kolya (1996)
758,242,3,880672230,Kolya (1996)
486,242,4,879874018,Kolya (1996)
13,242,2,881515193,Kolya (1996)
724,242,1,883758268,Kolya (1996)
270,242,5,876953744,Kolya (1996)
428,242,4,885943651,Kolya (1996)
861,242,5,881274504,Kolya (1996)
871,242,3,888192858,Kolya (1996)
408,242,4,889679947,Kolya (1996)
195,242,4,879141989,Kolya (1996)
279,242,3,877756647,Kolya (1996)
743,242,4,881277267,Kolya (1996)
707,242,4,879439088,Kolya (1996)
894,242,4,879896041,Kolya (1996)
675,242,4,889488522,Kolya (1996)
305,242,5,886307828,Kolya (1996)
845,242,4,885409493,Kolya (1996)
500,242,3,891916883,Kolya (1996)
720,242,4,891262608,Kolya (1996)
721,242,3,877137597,Kolya (1996)
186,302,3,891717742,L.A. Confidential (1997)
191,302,4,891560253,L.A. Confidential (1997)
49,302,4,888065432,L.A. Confidential (1997)
54,302,4,880928519,L.A. Confidential (1997)
62,302,3,879371909,L.A. Confidential (1997)
206,302,5,888180227,L.A. Confidential (1997)
197,302,3,891409070,L.A. Confidential (1997)
214,302,4,892668197,L.A. Confidential (1997)
190,302,5,891033606,L.A. Confidential (1997)
303,302,4,879465986,L.A. Confidential (1997)
181,302,2,878961511,L.A. Confidential (1997)
154,302,4,879138235,L.A. Confidential (1997)
31,302,4,881547719,L.A. Confidential (1997)
305,302,4,886307860,L.A. Confidential (1997)
178,302,4,892239796,L.A. Confidential (1997)
102,302,3,880680541,L.A. Confidential (1997)
100,302,4,891374528,L.A. Confidential (1997)
144,302,3,888103530,L.A. Confidential (1997)
13,302,5,881514811,L.A. Confidential (1997)
315,302,5,879799301,L.A. Confidential (1997)
88,302,3,891037111,L.A. Confidential (1997)
282,302,5,879949347,L.A. Confidential (1997)
334,302,5,891544177,L.A. Confidential (1997)
208,302,1,883108157,L.A. Confidential (1997)
112,302,4,886398509,L.A. Confidential (1997)
277,302,4,879544201,L.A. Confidential (1997)
145,302,4,879161553,L.A. Confidential (1997)
392,302,5,891037385,L.A. Confidential (1997)
276,302,5,877584085,L.A. Confidential (1997)
360,302,4,880353526,L.A. Confidential (1997)
126,302,4,887853469,L.A. Confidential (1997)
319,302,4,876280242,L.A. Confidential (1997)
47,302,5,879439040,L.A. Confidential (1997)
146,302,4,891457538,L.A. Confidential (1997)
378,302,5,889664996,L.A. Confidential (1997)
131,302,5,883681723,L.A. Confidential (1997)
171,302,4,891034606,L.A. Confidential (1997)
201,302,4,884110637,L.A. Confidential (1997)
192,302,5,881366489,L.A. Confidential (1997)
345,302,5,884902317,L.A. Confidential (1997)
204,302,5,892389137,L.A. Confidential (1997)
107,302,4,891264296,L.A. Confidential (1997)
222,302,3,877562748,L.A. Confidential (1997)
433,302,5,880585028,L.A. Confidential (1997)
229,302,5,891633028,L.A. Confidential (1997)
339,302,4,891034592,L.A. Confidential (1997)
427,302,4,879700759,L.A. Confidential (1997)
29,302,4,882820663,L.A. Confidential (1997)
420,302,4,891356790,L.A. Confidential (1997)
43,302,4,887731794,L.A. Confidential (1997)
268,302,5,876513584,L.A. Confidential (1997)
241,302,3,887249576,L.A. Confidential (1997)
397,302,5,889760703,L.A. Confidential (1997)
383,302,4,891192216,L.A. Confidential (1997)
346,302,3,877231140,L.A. Confidential (1997)
461,302,3,885355646,L.A. Confidential (1997)
418,302,2,891282551,L.A. Confidential (1997)
405,302,4,885544635,L.A. Confidential (1997)
179,302,4,892151173,L.A. Confidential (1997)
362,302,5,885019260,L.A. Confidential (1997)
10,302,4,877886162,L.A. Confidential (1997)
90,302,5,891383319,L.A. Confidential (1997)
297,302,4,875408934,L.A. Confidential (1997)
425,302,5,878737511,L.A. Confidential (1997)
413,302,2,879968794,L.A. Confidential (1997)
149,302,4,883512623,L.A. Confidential (1997)
430,302,4,877225173,L.A. Confidential (1997)
232,302,5,885939473,L.A. Confidential (1997)
104,302,5,888441877,L.A. Confidential (1997)
285,302,5,890595313,L.A. Confidential (1997)
129,302,4,883243934,L.A. Confidential (1997)
26,302,5,891386368,L.A. Confidential (1997)
514,302,5,885180556,L.A. Confidential (1997)
15,302,4,879455049,L.A. Confidential (1997)
293,302,4,888904092,L.A. Confidential (1997)
489,302,5,891448109,L.A. Confidential (1997)
421,302,4,892241236,L.A. Confidential (1997)
343,302,4,876402390,L.A. Confidential (1997)
498,302,3,881953659,L.A. Confidential (1997)
460,302,4,882910837,L.A. Confidential (1997)
390,302,5,879693461,L.A. Confidential (1997)
173,302,5,877556626,L.A. Confidential (1997)
140,302,4,879013617,L.A. Confidential (1997)
269,302,3,891446132,L.A. Confidential (1997)
322,302,5,887314417,L.A. Confidential (1997)
567,302,4,882426300,L.A. Confidential (1997)
466,302,5,890284651,L.A. Confidential (1997)
446,302,4,879787730,L.A. Confidential (1997)
404,302,4,883790218,L.A. Confidential (1997)
408,302,5,889679683,L.A. Confidential (1997)
299,302,4,889501087,L.A. Confidential (1997)
116,302,3,876451911,L.A. Confidential (1997)
532,302,5,875441085,L.A. Confidential (1997)
507,302,5,889963959,L.A. Confidential (1997)
423,302,5,891394595,L.A. Confidential (1997)
569,302,4,879792991,L.A. Confidential (1997)
352,302,4,884289619,L.A. Confidential (1997)
512,302,4,888578289,L.A. Confidential (1997)
634,302,5,877974667,L.A. Confidential (1997)
3,302,2,889236939,L.A. Confidential (1997)
375,302,5,886621795,L.A. Confidential (1997)
561,302,4,885806797,L.A. Confidential (1997)
450,302,5,882215617,L.A. Confidential (1997)
63,302,3,875746809,L.A. Confidential (1997)
628,302,5,880776981,L.A. Confidential (1997)
570,302,4,881262145,L.A. Confidential (1997)
105,302,5,889214193,L.A. Confidential (1997)
555,302,3,879962096,L.A. Confidential (1997)
548,302,4,891042194,L.A. Confidential (1997)
6,302,4,883268222,L.A. Confidential (1997)
574,302,4,891278860,L.A. Confidential (1997)
509,302,5,883590443,L.A. Confidential (1997)
414,302,5,884998953,L.A. Confidential (1997)
94,302,4,891928684,L.A. Confidential (1997)
139,302,3,879537844,L.A. Confidential (1997)
531,302,5,887048686,L.A. Confidential (1997)
515,302,3,887658604,L.A. Confidential (1997)
367,302,5,876689364,L.A. Confidential (1997)
14,302,5,890880970,L.A. Confidential (1997)
685,302,3,879451401,L.A. Confidential (1997)
111,302,5,891679971,L.A. Confidential (1997)
707,302,4,886285168,L.A. Confidential (1997)
697,302,5,882621460,L.A. Confidential (1997)
666,302,5,880138999,L.A. Confidential (1997)
331,302,5,877196819,L.A. Confidential (1997)
543,302,4,887912238,L.A. Confidential (1997)
384,302,5,891273509,L.A. Confidential (1997)
683,302,5,893286207,L.A. Confidential (1997)
327,302,3,887737355,L.A. Confidential (1997)
721,302,3,877137358,L.A. Confidential (1997)
431,302,3,877844062,L.A. Confidential (1997)
520,302,3,885170330,L.A. Confidential (1997)
762,302,5,878718810,L.A. Confidential (1997)
16,302,5,877716993,L.A. Confidential (1997)
490,302,4,875428765,L.A. Confidential (1997)
464,302,5,878354626,L.A. Confidential (1997)
134,302,2,891732150,L.A. Confidential (1997)
640,302,5,888025971,L.A. Confidential (1997)
619,302,4,885953600,L.A. Confidential (1997)
52,302,4,882922065,L.A. Confidential (1997)
717,302,5,884641599,L.A. Confidential (1997)
74,302,4,888333219,L.A. Confidential (1997)
69,302,4,882027109,L.A. Confidential (1997)
271,302,5,885844430,L.A. Confidential (1997)
364,302,4,875931309,L.A. Confidential (1997)
177,302,4,880130379,L.A. Confidential (1997)
704,302,4,891397015,L.A. Confidential (1997)
401,302,3,891031464,L.A. Confidential (1997)
474,302,5,887914615,L.A. Confidential (1997)
207,302,4,891759118,L.A. Confidential (1997)
655,302,4,887424720,L.A. Confidential (1997)
758,302,5,882848498,L.A. Confidential (1997)
818,302,5,891870264,L.A. Confidential (1997)
284,302,4,885328906,L.A. Confidential (1997)
473,302,4,878156824,L.A. Confidential (1997)
669,302,4,891182948,L.A. Confidential (1997)
720,302,5,891262608,L.A. Confidential (1997)
788,302,4,880867326,L.A. Confidential (1997)
216,302,5,881966913,L.A. Confidential (1997)
747,302,5,888638091,L.A. Confidential (1997)
853,302,4,879364669,L.A. Confidential (1997)
755,302,4,882569771,L.A. Confidential (1997)
151,302,3,879523860,L.A. Confidential (1997)
328,302,4,885044380,L.A. Confidential (1997)
828,302,4,891380166,L.A. Confidential (1997)
445,302,1,891199195,L.A. Confidential (1997)
329,302,5,891655191,L.A. Confidential (1997)
838,302,4,887060659,L.A. Confidential (1997)
664,302,4,876523093,L.A. Confidential (1997)
894,302,4,879896041,L.A. Confidential (1997)
388,302,5,886438122,L.A. Confidential (1997)
733,302,4,879535011,L.A. Confidential (1997)
808,302,5,883949986,L.A. Confidential (1997)
871,302,5,888192970,L.A. Confidential (1997)
889,302,4,880176518,L.A. Confidential (1997)
370,302,5,879434182,L.A. Confidential (1997)
399,302,4,882340101,L.A. Confidential (1997)
389,302,5,879915633,L.A. Confidential (1997)
463,302,5,877384835,L.A. Confidential (1997)
751,302,4,888870893,L.A. Confidential (1997)
448,302,5,891887337,L.A. Confidential (1997)
833,302,3,884828670,L.A. Confidential (1997)
158,302,4,880132193,L.A. Confidential (1997)
592,302,5,882607325,L.A. Confidential (1997)
787,302,3,888979123,L.A. Confidential (1997)
676,302,5,892685224,L.A. Confidential (1997)
713,302,4,888882040,L.A. Confidential (1997)
